Depth,Age (ky BP),Quercus calliprinos type,Quercus ithaburensis type,Pinus,Cedrus libani,Abies,Podocarpus,Picea,Dacrydium,Tsuga,Pistacia sp.,Olea,Phillyrea sp.,Fraxinus,Rosaceae,Ceratonia,Betula,Ostrya,Carpinus,Corylus,Alnus,Ziziphus,Salix,Ericaceae,Acacia,Acacia albida,Cupressus,Juniperus,Rhus,Tamarix,Rhamnus,Rutaceae,Ulmus,Acer,Tilia,Cercis,Populus,Castanea,Vitis,Poaceae,Cereal type,Asteraceae Asteroideae,Asteraceae Cichorioideae,Artemisia sp.,Echinops,Centaurea,Bunium type,Ferula type,Sium (apium) type,Bupleurum type,Malabila type,Turgenia type,Anisociadium type,Pimpinella type,Atriplex type,Aellenia type,Chenopodium type,Noaea type,Fabaceae,Bellevalia type,Allium type,Asphodelus type,Ephedra fragilis type,Ephedra distachya type,Lamiaceae (tricolpe),Lamiaceae (stephanocolpe),Rubiaceae,Brassicaceae,Caryophyllaceae,Boraginaceae,Plantago,Plantago lanceolats,Polygonaceae,Rumex ,Papaveraceae,Ranunculaceae,Scrophulariaceae,Cistaceae,Combretaceae,Euphorbiaceae,Caprifoliaceae,Saxifragaceae,Dipsaceae,Geraniaceae,Primulaceae,Crassulaceae,Gentianaceae,Zygophyllaceae,Myrtus,Malvaceae,Solanaceae,Valerianaceae,Amaryllidaceae,Salvadoraceae,Loranthus,Acanthaceae,Thymelaea,Campanulaceae,Epilobium,Orobanchaceae,Icacinaceae,Aristolochiaceae,Sparganium sp.,Cyperus,Typha ,Potamogeton,Lemna,Nymphaeaceae,Myriophyllum,Elatinaceae,Sphaganaceae,Thelypteridaceae,Pteris,Dryopteris,Asplenium,Polypodiaceae,Botrichium,Hypolepidaceae,Isoetaceae,Cyatheaceae,Lycopodiaceae,Encephalartos,Cycas,Mohria,sequoiadendron,Cryptomeria,Equisetaceae,Osmundaceae,Hymenophyllaceae,Selaginellaceae,Conncentricystes rubinus,Botryococcus,Fungal,Hystrichosphaeridium israelianum,Hystrichosphaeridium,Hystrichosphaera,Pterospermopsis van campo,Operculodinium,Polysphaeridium zohary,Spiniferites,Baltisphaeridium machaerophorum,Baltisphaeridium israelianum
1091,51.77,6,6,61,1,3,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,50,0,2,4,0,0,0,0,0,0,0,40,0,8,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,10,0,0,0,6,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0
1105,51.98,13,1,67,16,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,59,0,0,1,0,1,0,0,0,0,0,40,0,0,2,0,0,0,0,6,3,1,0,0,0,3,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,51,0,3,0,0,0,0,77,0,4,7,4,1,2,0,0,1,1,0,0,0,0,0,0,0,4,0,16,0,20,1,0,0,1,0,0,0,0,0
1121,52.26,3,2,41,3,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,7,1,75,1,0,1,0,0,0,0,0,0,0,53,0,1,0,0,0,0,0,8,3,2,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,13,2,0,0,0,38,0,1,6,0,0,7,0,0,0,4,0,0,0,0,1,0,0,0,2,4,0,36,0,0,0,0,0,0,0,0,0
1145,52.74,4,2,22,6,4,1,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,75,0,1,6,0,0,0,0,2,0,0,38,0,5,2,2,0,0,0,7,1,3,2,0,1,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,66,0,8,2,0,0,0,37,0,1,5,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,1,6,0,20,0,0,0,0,0,0,0,0,0
1165,53.22,7,3,44,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,2,51,0,0,0,0,0,0,0,0,0,0,34,1,1,1,3,0,0,0,13,4,3,0,0,3,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,3,0,0,0,0,23,1,1,7,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,12,0,37,0,0,0,0,0,0,0,0,0
1175,53.54,6,0,54,9,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,6,0,61,0,0,1,0,0,0,0,0,0,0,42,0,1,1,2,0,0,0,19,3,1,0,0,0,1,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74,0,9,0,0,0,0,71,3,5,2,0,0,9,1,0,0,9,0,0,1,0,1,0,0,0,0,11,0,59,0,0,0,0,0,0,0,0,0
1183,54,10,4,54,3,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,77,0,0,0,0,0,0,0,0,0,0,21,0,2,3,1,1,0,0,17,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,21,0,1,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0
1193,54.1,4,0,68,16,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,42,0,0,0,0,0,0,0,0,0,0,40,0,0,2,2,0,0,0,12,0,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,2,0,0,0,26,2,6,6,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,2,16,0,26,0,0,0,0,0,0,0,0,0
1203,54.33,19,19,71,5,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,21,0,0,0,0,1,0,0,0,0,0,31,0,2,1,1,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,20,1,3,2,0,0,0,35,2,0,3,0,1,2,0,0,0,0,0,0,1,0,0,0,4,1,0,10,0,12,1,0,0,0,0,0,0,0,0
1213,54.62,12,2,69,14,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,21,0,0,0,0,0,0,0,0,0,0,30,0,4,1,1,0,0,0,19,5,1,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,8,2,1,0,0,34,0,0,6,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,17,0,11,0,0,0,0,0,0,0,0,2
1223,54.9,9,1,76,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,2,0,0,0,0,0,0,0,29,0,0,0,4,0,0,0,27,0,3,0,0,0,3,0,0,0,1,0,0,1,4,3,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,0,0,17,0,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0
1243,55.4,9,8,74,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,31,0,2,1,0,0,0,0,0,0,1,42,0,2,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,7,0,12,0,0,0,0,0,0,0,0,0
1263,56.04,22,0,37,5,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,69,1,1,0,0,0,0,1,0,0,0,23,0,1,1,4,1,1,0,7,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,54,0,2,0,0,0,0,18,0,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,28,0,0,0,0,0,0,0,0,0
1278,56.7,2,5,14,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,1,46,0,0,1,0,1,0,0,1,0,0,66,0,5,5,3,1,0,0,28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,5,0,4,0,0,74,1,2,14,0,0,9,8,0,0,15,0,0,0,0,0,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,0
1304,58.2,4,7,41,4,3,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,54,0,0,1,0,0,0,0,0,0,0,50,0,1,3,0,4,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,68,0,8,0,0,0,0,29,0,1,9,1,1,1,0,1,0,2,0,0,0,0,2,0,0,3,1,5,0,12,0,0,0,0,0,0,0,0,0
1325,59.35,2,1,5,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,29,0,1,0,0,0,0,0,0,0,0,100,0,8,26,0,2,0,0,11,0,1,1,0,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,9,5,0,0,0,12,0,1,7,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,2,0,19,0,0,0,0,0,0,0,0,0
1345,60.6,1,2,23,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,43,0,0,0,0,0,0,0,0,0,0,99,0,2,4,0,1,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,73,0,17,0,0,0,0,29,3,1,9,9,0,1,0,0,2,1,0,0,1,0,5,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0
1361,61.4,4,6,34,6,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,60,0,2,0,0,0,0,0,0,0,0,55,0,0,4,6,0,0,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,8,0,0,0,0,12,4,8,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,32,0,0,0,0,0,0,0,0,0
1391,63.07,4,4,56,0,0,4,0,0,0,0,4,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,2,34,0,4,1,0,0,0,1,0,0,0,52,0,0,0,4,1,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,14,0,0,0,0,34,0,4,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,36,0,0,0,0,0,0,0,0,0
1411,64.75,17,1,16,5,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,40,0,1,1,0,0,0,0,0,0,0,68,1,1,2,3,2,1,1,8,1,1,0,0,1,2,1,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,15,0,0,0,0,18,1,2,32,2,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,16,0,0,0,1,0,0,0,0,0
1435,65.55,3,1,22,4,9,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,2,0,43,0,0,0,1,0,0,0,0,0,0,87,0,4,3,8,1,0,0,10,5,3,0,0,3,2,0,0,0,1,2,0,2,2,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,25,2,0,0,0,35,1,6,16,5,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,0,26,0,0,0,0,0,0,0,0,0
1461,67,3,1,15,4,0,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,67,0,0,0,0,0,1,0,0,0,0,53,0,1,1,2,1,1,1,8,2,3,2,0,2,3,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,0,4,0,0,0,0,46,1,8,19,9,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,1,0,0,0,0,0
1481,68.14,6,0,20,3,0,0,0,0,0,0,7,8,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,30,0,0,0,0,0,0,0,0,1,0,92,0,0,1,1,1,2,0,5,0,4,0,0,2,0,1,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,164,0,9,0,0,0,0,38,4,9,63,1,0,7,0,0,3,7,0,0,1,0,0,0,0,0,0,10,0,66,0,0,0,1,0,0,0,0,0
1508,69.62,8,7,29,2,1,0,0,0,0,0,2,4,1,1,0,3,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,16,0,0,2,0,3,0,0,0,0,0,72,0,4,1,2,5,1,1,8,0,6,1,0,0,2,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,247,0,23,1,0,0,0,49,4,6,59,4,2,0,1,0,6,1,0,0,1,0,0,2,0,1,0,10,0,46,0,0,0,0,0,0,0,0,0
1523,70.5,4,6,33,4,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4,4,4,0,32,0,0,0,0,0,0,0,0,0,0,61,0,1,2,5,2,0,0,9,0,4,0,0,1,3,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,145,1,18,0,3,0,0,28,3,4,30,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,4,0,45,0,0,0,0,0,0,0,0,0
1543,71.6,9,0,26,6,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,2,0,0,33,0,0,4,0,0,0,0,0,1,0,59,0,0,3,1,0,0,0,7,4,3,0,0,3,1,0,0,0,2,3,0,1,1,1,0,0,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,107,1,12,0,0,0,0,38,1,17,47,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,2,8,0,20,1,0,0,2,0,0,0,0,0
1560,72.645,8,4,54,0,2,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2,16,0,2,2,0,0,0,1,1,0,0,56,0,4,0,10,0,0,0,3,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,30,0,0,0,0,36,1,9,9,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,20,0,0,0,0,0,0,1,0,1
1585,74.24,5,3,11,1,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,34,0,0,0,0,0,1,0,0,0,0,89,0,1,0,0,4,3,1,6,2,1,1,0,4,1,0,0,0,2,0,0,1,1,0,2,0,0,0,0,2,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,237,1,27,0,0,0,0,41,1,2,49,0,0,1,0,0,2,0,0,0,1,0,10,0,0,0,0,6,2,263,0,0,0,0,0,0,0,0,0
1605,75.55,16,5,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,47,0,2,0,0,0,0,0,0,0,0,56,1,4,3,1,3,0,0,5,2,3,3,0,1,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,148,0,8,0,0,0,0,18,2,1,37,2,1,0,0,0,2,2,0,0,0,0,1,0,0,1,0,3,0,30,0,0,0,0,0,0,0,0,0
1625,77.2,15,9,27,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,2,0,4,0,34,0,0,1,0,0,0,0,0,0,0,68,0,5,2,3,1,0,0,7,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,167,0,20,0,0,0,0,44,2,9,38,5,4,6,0,0,0,0,0,0,0,1,0,1,0,2,0,7,0,57,1,0,0,0,0,0,1,0,1
1645,78.78,12,4,57,3,4,0,0,0,0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,34,0,1,3,0,0,0,0,0,0,0,57,0,2,1,0,0,1,0,7,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,1,0,0,0,0,7,0,2,8,7,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,5,0,0,0,0,0,0,0,0,0
1665,80,8,4,32,4,5,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,0,38,1,0,0,0,0,0,0,0,0,0,61,1,2,1,6,0,0,0,3,1,2,0,0,2,4,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,0,4,1,0,0,0,12,0,2,15,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0
1681,81.08,16,10,58,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,24,0,0,1,0,0,0,0,0,0,0,40,0,2,0,0,0,0,0,10,0,2,0,0,0,0,0,1,1,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,48,0,6,2,0,0,0,24,0,2,8,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,0,0,2,1,0
1691,81.8,24,8,40,2,0,2,0,0,0,0,8,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,3,42,0,0,5,0,1,0,0,0,0,0,60,0,2,8,2,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0
1703,83,6,0,23,3,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,15,0,4,1,0,0,0,0,0,0,0,91,0,2,4,3,2,0,0,3,1,2,2,0,2,1,0,1,0,1,0,0,1,2,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,113,0,35,2,0,0,0,67,2,17,24,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,1,21,0,14,3,0,0,0,0,0,0,0,0
1713,83.71,15,3,37,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,81,1,0,3,3,0,2,0,8,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,6,0,2,0,0,45,0,15,12,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0
1723,84.15,9,3,53,10,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,29,1,0,3,0,1,0,0,0,0,0,52,0,2,5,1,1,0,0,9,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,2,3,0,0,0,17,2,8,11,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,17,0,32,0,0,0,0,0,0,0,0,0
1733,84.31,10,2,56,2,8,0,0,0,1,0,1,0,0,0,0,6,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,58,1,2,0,2,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,1,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0
1743,84.64,7,18,31,3,1,0,1,0,0,0,1,10,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,2,1,33,0,1,7,0,0,0,0,0,0,1,78,0,1,4,3,10,5,0,13,0,5,1,0,0,4,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,6,24,0,0,0,7,0,0,12,0,1,0,0,15,2,0,1,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1
1753,85.55,44,5,6,1,4,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,20,0,0,3,0,0,0,0,0,0,0,90,0,2,1,0,0,2,0,8,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,8,2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,3,0,0,0,0
1763,85.34,13,14,15,1,2,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,38,0,0,2,0,0,0,0,0,0,0,84,0,2,3,0,1,1,0,4,2,1,0,2,2,2,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30,0,3,13,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0
1778,85.85,12,7,10,0,7,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,26,0,0,0,0,0,0,0,0,0,0,104,1,2,3,0,1,0,0,12,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1
